number,contact,call_history,sms_history,local,answer,duration,cnam,flag
2696429572,No,No,No,True,No,0,No,FLAG
2489649287,No,No,No,True,Yes,39,No,No
6162874348,No,No,No,True,Yes,682,Yes,FLAG
2698107788,Yes,Yes,Yes,True,Yes,82,No,No
1558514115,No,No,Yes,False,Yes,47,No,No
2317985338,Yes,Yes,Yes,True,Yes,21,Yes,No
9471980798,No,Yes,Yes,True,Yes,320,Yes,No
2486170258,No,Yes,No,True,Yes,41,No,No
5178378473,No,No,No,True,Yes,79,Yes,FLAG
4424526394,No,No,No,False,Yes,61,No,No
5519380623,Yes,Yes,Yes,False,Yes,318,Yes,No
2694672877,No,Yes,Yes,True,No,0,No,FLAG
5869439912,No,No,No,True,No,0,Yes,No
8107779776,Yes,Yes,Yes,True,Yes,245,Yes,No
3133936096,No,No,No,True,No,0,Yes,FLAG
2484080143,No,No,No,True,No,0,No,No
8108901145,No,No,No,True,Yes,88,Yes,FLAG
2481271212,Yes,Yes,Yes,True,Yes,342,No,No
8977520360,Yes,Yes,Yes,False,Yes,452,Yes,No
5861715230,No,No,No,True,No,0,No,No
8616095254,No,Yes,No,False,Yes,7,Yes,No
9893814763,No,Yes,Yes,True,Yes,37,Yes,No
2489986830,No,No,No,True,No,0,No,FLAG
9062133587,No,No,No,True,No,0,No,No
2316755493,Yes,Yes,Yes,True,Yes,9,Yes,No
6169394218,No,No,No,True,No,0,Yes,No
9475776410,Yes,Yes,Yes,True,No,0,Yes,No
8108026338,No,No,No,True,No,0,No,No
8102949312,No,No,No,True,Yes,3,No,No
6166960354,Yes,Yes,Yes,True,Yes,362,No,No
5175814951,No,No,No,True,Yes,67,Yes,FLAG
5865158873,No,No,No,True,No,0,No,FLAG
2691124961,Yes,Yes,Yes,True,Yes,465,No,FLAG
2314242831,No,Yes,No,True,No,0,Yes,No
9067189456,Yes,Yes,No,True,Yes,291,Yes,FLAG
5171365559,No,No,No,True,No,0,Yes,No
3138136464,Yes,Yes,Yes,True,Yes,346,Yes,No
2484264192,Yes,Yes,No,True,Yes,167,No,FLAG
9478049119,Yes,Yes,Yes,True,Yes,336,No,No
8102550295,No,No,No,True,No,0,Yes,No
7349132253,No,No,No,True,Yes,609,No,No
9475289808,No,No,No,True,Yes,20,No,FLAG
8105169883,Yes,Yes,Yes,True,Yes,351,No,No
5177233324,Yes,Yes,Yes,True,Yes,454,No,No
9478788097,No,Yes,No,True,Yes,11,No,FLAG
9899926182,No,Yes,Yes,True,Yes,49,Yes,No
3137695541,Yes,Yes,Yes,True,Yes,401,No,No
2481654969,No,No,No,True,Yes,91,Yes,FLAG
2486002937,No,No,No,True,Yes,81,Yes,No
9471411939,Yes,Yes,Yes,True,Yes,38,No,No
9476376607,No,No,No,True,No,0,Yes,FLAG
9475807039,No,No,No,True,No,0,No,No
9895313384,Yes,Yes,Yes,True,No,0,Yes,No
9063913443,No,Yes,Yes,True,Yes,88,Yes,No
9477785736,No,No,No,True,No,0,No,FLAG
2699453577,No,No,No,True,Yes,81,Yes,FLAG
5171279149,Yes,Yes,Yes,True,No,0,Yes,No
2488395989,No,No,No,True,No,0,No,FLAG
2313020614,No,No,No,True,Yes,16,Yes,No
6161445810,No,No,No,True,Yes,4,Yes,FLAG
2487774108,No,No,No,True,Yes,21,No,FLAG
2485597347,No,No,No,True,Yes,175,Yes,FLAG
2314702086,No,No,No,True,Yes,2,Yes,No
8106927042,No,No,No,True,No,0,Yes,No
8108745016,No,Yes,Yes,True,No,0,Yes,FLAG
2486547919,Yes,Yes,Yes,True,Yes,207,No,No
5833826740,No,No,No,False,Yes,13,No,FLAG
2698400965,No,No,No,True,Yes,41,No,FLAG
5711815618,Yes,Yes,Yes,False,Yes,483,Yes,No
8443389171,No,No,Yes,False,Yes,193,Yes,FLAG
9068448417,No,No,No,True,Yes,73,Yes,FLAG
2698916317,No,No,No,True,Yes,571,Yes,No
7341799206,No,No,No,True,No,0,Yes,FLAG
3131516435,Yes,Yes,Yes,True,No,0,Yes,No
9061653909,No,No,No,True,Yes,259,Yes,No
2692448104,No,Yes,Yes,True,No,0,Yes,No
2318924049,No,No,No,True,Yes,493,Yes,No
9066682352,No,No,No,True,No,0,Yes,FLAG
8106513868,No,No,No,True,Yes,82,Yes,No
7347474591,No,No,No,True,Yes,610,Yes,FLAG
5171536317,Yes,Yes,No,True,Yes,59,No,No
9471440237,No,Yes,Yes,True,Yes,661,Yes,No
2313773069,No,No,Yes,True,No,0,No,No
4668717748,No,No,No,False,No,0,No,No
5869157084,Yes,Yes,No,True,No,0,Yes,FLAG
7344443472,No,No,No,True,Yes,39,Yes,No
7342905216,No,Yes,Yes,True,No,0,No,No
9479759280,No,No,No,True,No,0,No,No
9895510098,Yes,Yes,Yes,True,Yes,242,Yes,No
7704534001,Yes,No,No,False,Yes,327,Yes,FLAG
3131490563,No,Yes,Yes,True,Yes,720,No,No
5865882263,Yes,Yes,Yes,True,Yes,361,No,No
6161706403,No,No,No,True,Yes,400,Yes,No
5861110052,Yes,Yes,Yes,True,Yes,737,No,No
8108922724,No,No,No,True,Yes,7,No,FLAG
8101660339,No,No,No,True,Yes,18,Yes,No
6165037249,No,No,No,True,No,0,Yes,FLAG
2482597047,No,No,No,True,Yes,27,No,No
9068725400,No,No,No,True,No,0,Yes,FLAG
9069767780,Yes,No,No,True,Yes,574,No,No
2694358381,No,No,No,True,No,0,Yes,FLAG
5864133371,Yes,Yes,Yes,True,No,0,Yes,No
2691464566,No,No,No,True,Yes,210,Yes,FLAG
4568018277,No,No,No,False,No,0,No,FLAG
8107682888,No,No,No,True,Yes,17,Yes,FLAG
6162003351,No,Yes,Yes,True,No,0,Yes,No
5394068409,No,No,No,False,Yes,659,Yes,No
2318663129,Yes,Yes,Yes,True,Yes,357,No,No
9066696161,No,No,No,True,Yes,17,No,FLAG
3134543236,Yes,Yes,Yes,True,Yes,739,No,No
8106772186,No,No,No,True,No,0,No,FLAG
6168633608,Yes,Yes,Yes,True,No,0,No,No
2485136965,No,No,No,True,Yes,82,Yes,No
3138693094,Yes,Yes,Yes,True,Yes,364,Yes,No
7344241751,Yes,Yes,Yes,True,Yes,79,No,No
8105594392,Yes,Yes,Yes,True,Yes,504,No,No
9475999701,No,No,No,True,No,0,Yes,No
9069200993,No,No,No,True,Yes,11,No,No
8106933254,No,Yes,Yes,True,No,0,No,No
9473297836,No,Yes,No,True,Yes,40,Yes,No
6165687832,No,No,No,True,No,0,No,FLAG
5179378871,No,Yes,Yes,True,Yes,61,No,No
2486893286,No,No,Yes,True,Yes,98,Yes,No
9473811067,No,Yes,Yes,True,No,0,Yes,No
9591415399,Yes,Yes,Yes,False,Yes,37,Yes,No
2482725762,No,No,No,True,Yes,31,No,No
7342002719,No,Yes,Yes,True,No,0,No,No
2314294922,No,No,Yes,True,No,0,No,No
9064272606,No,Yes,No,True,No,0,No,No
7344553250,Yes,Yes,Yes,True,Yes,703,Yes,No
9064384252,Yes,Yes,Yes,True,Yes,312,Yes,No
3821641688,No,No,No,False,No,0,Yes,No
9897218900,No,No,No,True,Yes,256,Yes,No
9898339507,No,No,No,True,No,0,Yes,No
2488694893,Yes,Yes,Yes,True,Yes,510,Yes,No
5869262380,Yes,Yes,Yes,True,Yes,390,Yes,No
8536843935,No,No,No,False,Yes,38,No,No
5869369090,No,Yes,Yes,True,Yes,83,No,No
5178984211,No,Yes,Yes,True,Yes,713,Yes,No
6531304903,Yes,Yes,Yes,False,Yes,524,No,No
4863468600,No,Yes,No,False,Yes,537,Yes,No
2313287438,No,No,No,True,Yes,66,Yes,No
9898419513,Yes,Yes,Yes,True,Yes,759,No,No
9065635437,Yes,Yes,Yes,True,Yes,489,No,No
9473332105,No,No,No,True,Yes,15,Yes,No
6169261170,Yes,Yes,Yes,True,Yes,388,Yes,No
3132447703,No,No,No,True,Yes,46,No,No
9700053529,Yes,Yes,Yes,False,Yes,536,Yes,No
9473167323,Yes,Yes,Yes,True,Yes,326,No,No
2746300790,No,No,No,False,No,0,Yes,No
6166165455,No,No,No,True,Yes,74,Yes,FLAG
6164304958,Yes,Yes,Yes,True,Yes,397,No,No
9063549312,Yes,Yes,Yes,True,Yes,86,No,No
5178444902,No,No,No,True,Yes,86,Yes,FLAG
5862762019,No,No,No,True,Yes,31,No,FLAG
9061341318,Yes,Yes,Yes,True,No,0,Yes,No
8102880326,Yes,Yes,Yes,True,Yes,768,Yes,No
2699901500,Yes,Yes,Yes,True,Yes,284,No,No
9065752896,No,Yes,Yes,True,No,0,No,No
8107285519,No,No,No,True,No,0,Yes,FLAG
6164844698,No,No,No,True,Yes,17,Yes,FLAG
8316617799,Yes,Yes,Yes,False,Yes,786,No,No
6165420056,No,No,No,True,Yes,44,Yes,FLAG
3540217917,No,No,No,False,No,0,No,No
3133588677,No,No,No,True,No,0,Yes,FLAG
2319881780,No,Yes,No,True,No,0,No,No
5172927327,No,No,No,True,No,0,No,FLAG
4713794965,No,Yes,Yes,False,Yes,490,No,No
2316369925,Yes,Yes,Yes,True,Yes,139,No,No
9472910301,Yes,Yes,Yes,True,No,0,Yes,No
5861170727,No,No,No,True,No,0,Yes,FLAG
1942874976,No,No,No,False,No,0,No,No
7341215461,Yes,Yes,Yes,True,No,0,No,No
7342274097,No,No,No,True,No,0,Yes,No
8104764647,Yes,Yes,Yes,True,Yes,62,No,No
5174341072,No,Yes,Yes,True,No,0,No,No
8109768799,No,No,Yes,True,Yes,221,No,FLAG
2316384064,No,No,No,True,Yes,5,No,No
8101595528,No,No,No,True,No,0,Yes,No
6168212264,No,No,No,True,Yes,20,No,FLAG
7347813338,Yes,Yes,Yes,True,Yes,468,No,No
7342712635,No,Yes,Yes,True,Yes,21,Yes,No
5869528279,No,No,No,True,Yes,50,Yes,FLAG
3139520512,No,No,Yes,True,Yes,9,Yes,FLAG
2484459966,No,No,Yes,True,Yes,42,Yes,FLAG
5173816680,Yes,Yes,Yes,True,Yes,666,Yes,No
3989817021,No,No,No,False,Yes,57,Yes,No
2318590608,Yes,Yes,Yes,True,No,0,Yes,No
9896367073,No,Yes,Yes,True,No,0,Yes,No
2318684424,No,No,No,True,No,0,Yes,FLAG
7079954135,Yes,Yes,Yes,False,Yes,448,No,No
6161853627,No,Yes,Yes,True,Yes,57,No,No
2311279694,Yes,Yes,Yes,True,Yes,742,Yes,No
9474622212,No,No,No,True,No,0,Yes,FLAG
9065035727,No,No,Yes,True,Yes,114,No,No
5862828811,No,No,Yes,True,No,0,Yes,FLAG
8105001343,No,Yes,Yes,True,No,0,Yes,No
7444667191,Yes,Yes,Yes,False,Yes,735,No,No
2318279327,No,No,Yes,True,Yes,31,No,No
5867821879,No,No,No,True,No,0,No,No
7343647535,No,No,No,True,Yes,80,Yes,No
1631411594,No,No,No,False,No,0,No,No
3131033315,No,No,No,True,No,0,No,No
5887715728,No,No,No,False,Yes,118,Yes,No
7343449200,No,Yes,No,True,No,0,No,No
9062096477,Yes,Yes,Yes,True,No,0,Yes,No
2485615009,Yes,Yes,Yes,True,Yes,258,Yes,No
2482297647,No,No,No,True,Yes,34,No,FLAG
3134317405,Yes,Yes,Yes,True,Yes,633,No,No
8108948991,No,Yes,Yes,True,Yes,538,No,No
9473215139,No,No,No,True,No,0,Yes,FLAG
2489434481,No,No,No,True,No,0,No,No
2692411260,No,No,No,True,No,0,No,No
7348871985,No,No,No,True,Yes,89,No,No
2776952396,Yes,Yes,Yes,False,Yes,103,No,No
9061090028,No,No,Yes,True,Yes,70,Yes,FLAG
8107180950,No,No,No,True,Yes,694,Yes,FLAG
9068435241,Yes,Yes,No,True,Yes,46,Yes,No
3132275197,Yes,Yes,Yes,True,Yes,479,Yes,No
2932429978,Yes,Yes,No,False,No,0,No,No
8548524290,Yes,Yes,Yes,False,Yes,253,No,FLAG
2487229611,Yes,Yes,No,True,Yes,724,No,No
6162839931,No,Yes,Yes,True,Yes,40,No,FLAG
6166683183,No,Yes,Yes,True,Yes,213,Yes,No
6168734002,No,No,No,True,Yes,12,Yes,FLAG
5172366496,No,Yes,Yes,True,Yes,82,Yes,FLAG
9478878507,No,No,No,True,Yes,267,Yes,FLAG
9478271755,No,Yes,Yes,True,No,0,No,No
5066617771,No,No,No,False,Yes,476,No,No
9065721550,No,No,No,True,Yes,24,No,FLAG
2693988613,No,No,No,True,Yes,76,Yes,No
5355713637,No,No,No,False,Yes,431,No,No
2461355549,No,Yes,Yes,False,Yes,51,Yes,No
3137343097,No,No,No,True,Yes,51,Yes,FLAG
7342620545,No,Yes,Yes,True,Yes,71,Yes,No
9898541488,No,No,No,True,Yes,5,No,No
2694544189,No,No,No,True,No,0,Yes,FLAG
4301220391,No,Yes,Yes,False,No,0,No,No
3138755296,No,Yes,Yes,True,Yes,16,Yes,FLAG
7342907949,Yes,Yes,Yes,True,Yes,417,Yes,No
5179310020,No,No,No,True,No,0,Yes,FLAG
5174768774,Yes,Yes,Yes,True,Yes,763,No,No
9896348255,Yes,Yes,Yes,True,Yes,197,Yes,No
2313517024,No,No,No,True,No,0,Yes,No
2485022007,No,No,No,True,No,0,Yes,No
5445069515,No,Yes,Yes,False,No,0,Yes,No
9069965017,Yes,Yes,Yes,True,Yes,218,Yes,No
2487986960,Yes,Yes,Yes,True,No,0,No,No
2696998612,No,No,No,True,No,0,Yes,No
2692479069,Yes,Yes,Yes,True,Yes,595,Yes,No
4534020135,No,Yes,No,False,Yes,50,No,FLAG
6165100903,No,No,No,True,No,0,Yes,FLAG
3138776715,No,No,No,True,Yes,89,No,No
9475395462,No,Yes,Yes,True,Yes,94,Yes,No
7349783795,No,No,No,True,Yes,20,No,No
5174978242,No,Yes,Yes,True,No,0,No,No
2317594837,Yes,Yes,Yes,True,Yes,100,Yes,No
9892391317,No,Yes,No,True,Yes,74,No,FLAG
2319185688,No,Yes,Yes,True,Yes,82,No,FLAG
9892170173,No,No,No,True,Yes,13,No,FLAG
5813056830,No,No,No,False,Yes,475,Yes,No
9894777586,No,No,No,True,No,0,No,No
7348533120,No,No,No,True,Yes,89,No,FLAG
6164849379,No,No,No,True,No,0,Yes,FLAG
6168872418,No,No,No,True,No,0,No,No
7345691569,No,No,No,True,Yes,435,Yes,FLAG
5177545241,Yes,Yes,Yes,True,Yes,76,No,No
5863238409,Yes,Yes,No,True,Yes,439,No,No
6164625509,Yes,Yes,No,True,Yes,516,No,No
8104126959,No,No,No,True,No,0,No,FLAG
9479848414,Yes,Yes,Yes,True,Yes,729,Yes,No
5868510305,No,No,No,True,Yes,602,No,No
5861056937,No,Yes,No,True,Yes,3,Yes,No
6161958322,No,No,Yes,True,Yes,539,No,FLAG
2315386857,No,No,No,True,No,0,No,No
9478290752,No,No,No,True,Yes,66,Yes,FLAG
6162063278,Yes,Yes,No,True,Yes,440,Yes,No
8108800800,Yes,Yes,Yes,True,Yes,299,No,No
5174230456,No,Yes,Yes,True,No,0,Yes,No
8106852697,No,No,No,True,Yes,37,No,FLAG
5866429392,No,No,No,True,No,0,No,FLAG
9473692570,Yes,Yes,Yes,True,Yes,551,No,No
5176712956,No,No,No,True,Yes,20,Yes,FLAG
9892750560,Yes,Yes,Yes,True,Yes,157,Yes,No
2315096145,No,No,Yes,True,Yes,721,Yes,No
5867709013,No,No,No,True,Yes,13,No,FLAG
2484894493,No,No,No,True,Yes,17,Yes,No
2314147403,No,No,No,True,Yes,97,Yes,FLAG
9893358445,No,Yes,Yes,True,Yes,76,Yes,No
6163020560,Yes,Yes,No,True,Yes,451,Yes,No
5862798099,Yes,Yes,Yes,True,Yes,385,Yes,No
6164317422,No,No,No,True,Yes,10,No,FLAG
2694265808,Yes,Yes,No,True,Yes,392,No,No
5176987315,No,No,No,True,Yes,1,Yes,FLAG
9898359779,No,No,No,True,No,0,Yes,FLAG
9064116239,No,Yes,Yes,True,No,0,Yes,No
7343735769,Yes,Yes,Yes,True,Yes,335,Yes,No
7233042589,No,Yes,Yes,False,No,0,No,No
2077666070,No,Yes,No,False,No,0,Yes,FLAG
2316051869,No,No,No,True,No,0,No,FLAG
9478217891,Yes,Yes,Yes,True,Yes,72,No,No
9899155780,Yes,No,No,True,Yes,25,Yes,No
5865444415,No,No,No,True,No,0,No,FLAG
5869707016,No,Yes,Yes,True,Yes,69,No,No
9893021596,Yes,Yes,Yes,True,Yes,462,No,No
2314843515,No,No,No,True,No,0,Yes,FLAG
7346445832,No,No,No,True,Yes,20,Yes,FLAG
9476947651,Yes,Yes,Yes,True,Yes,288,No,No
2691691473,No,Yes,No,True,Yes,522,Yes,No
7345069700,No,No,No,True,Yes,48,Yes,No
9062108359,Yes,Yes,Yes,True,No,0,Yes,No
5429471357,No,No,No,False,Yes,98,No,FLAG
4826291667,No,Yes,Yes,False,No,0,Yes,FLAG
3131797475,No,Yes,Yes,True,Yes,170,No,No
2691213180,Yes,Yes,No,True,Yes,376,No,FLAG
2699041974,No,Yes,Yes,True,No,0,No,No
3131395576,No,No,No,True,Yes,91,Yes,No
9141749844,Yes,No,No,False,Yes,336,No,No
6162786198,No,Yes,Yes,True,No,0,No,FLAG
2488514195,No,No,No,True,No,0,Yes,FLAG
3473130255,Yes,Yes,Yes,False,Yes,689,Yes,No
6166146383,No,No,No,True,No,0,No,No
3137397031,Yes,Yes,Yes,True,No,0,No,No
9894896903,No,No,No,True,No,0,Yes,No
6424100308,Yes,Yes,Yes,False,Yes,678,No,No
6162067504,No,No,No,True,No,0,No,FLAG
6164273401,Yes,Yes,No,True,Yes,23,No,No
9067685353,Yes,Yes,No,True,No,0,No,FLAG
8106064875,No,No,No,True,No,0,No,No
8101270557,No,Yes,Yes,True,No,0,Yes,FLAG
3131751306,Yes,Yes,Yes,True,Yes,403,Yes,No
7345204150,Yes,Yes,Yes,True,Yes,482,Yes,No
3133421765,No,Yes,Yes,True,Yes,40,Yes,No
8109363878,No,Yes,Yes,True,Yes,39,No,No
6167130142,No,Yes,Yes,True,Yes,33,No,No
1652257604,Yes,Yes,Yes,False,No,0,No,No
2695097542,No,No,No,True,Yes,421,No,No
2693940333,Yes,Yes,Yes,True,Yes,131,No,FLAG
3139788121,Yes,Yes,Yes,True,Yes,798,Yes,No
9068398606,Yes,Yes,Yes,True,Yes,40,Yes,No
2312882313,Yes,Yes,No,True,No,0,No,No
9897184640,No,No,No,True,Yes,291,Yes,FLAG
1066850819,No,Yes,Yes,False,No,0,Yes,No
9471568727,Yes,Yes,Yes,True,Yes,646,No,No
2691337114,Yes,Yes,Yes,True,Yes,73,No,No
2697428854,No,No,No,True,Yes,1,Yes,No
9892199910,Yes,Yes,Yes,True,Yes,147,Yes,No
6162330806,Yes,Yes,Yes,True,Yes,615,No,No
7345358153,No,No,No,True,No,0,Yes,FLAG
5865286540,No,Yes,Yes,True,Yes,631,No,No
6165872457,No,No,No,True,Yes,11,Yes,No
6094644690,No,No,No,False,No,0,Yes,FLAG
2695501802,Yes,Yes,Yes,True,Yes,86,No,No
2695088259,No,No,No,True,No,0,Yes,FLAG
7348849822,Yes,Yes,No,True,Yes,394,Yes,No
2314779809,No,Yes,Yes,True,No,0,No,No
2693473582,No,No,No,True,Yes,460,Yes,No
1734548527,No,No,No,False,No,0,No,No
2691110614,No,Yes,Yes,True,No,0,No,FLAG
8108765737,No,No,No,True,No,0,No,FLAG
2483981230,No,No,No,True,No,0,No,FLAG
3139783882,No,No,No,True,Yes,7,No,No
6165517319,Yes,Yes,Yes,True,Yes,286,No,No
9069481481,No,No,No,True,No,0,Yes,No
3133539965,Yes,Yes,No,True,Yes,624,No,FLAG
2316118979,No,No,No,True,Yes,56,Yes,No
5637067467,Yes,Yes,Yes,False,Yes,12,No,No
8101070815,No,No,No,True,No,0,No,FLAG
3135509745,No,No,No,True,Yes,58,No,FLAG
9067509837,No,No,Yes,True,Yes,50,Yes,No
3132153832,No,No,No,True,Yes,62,Yes,FLAG
3407365524,No,No,No,False,Yes,13,Yes,FLAG
6161585299,No,Yes,Yes,True,No,0,No,No
6167648849,Yes,Yes,Yes,True,Yes,714,No,No
7341826483,No,No,No,True,Yes,16,Yes,No
2694838161,No,No,No,True,No,0,Yes,FLAG
9705999679,No,No,No,False,No,0,No,FLAG
9477816759,No,No,No,True,No,0,No,FLAG
7342429489,No,No,No,True,Yes,330,Yes,FLAG
6163152512,No,Yes,Yes,True,Yes,73,No,No
2314989073,No,Yes,Yes,True,No,0,No,FLAG
3527204814,No,No,No,False,Yes,371,Yes,No
4589277024,No,No,No,False,Yes,23,No,FLAG
2315632997,No,No,No,True,Yes,9,Yes,No
5171818514,No,No,No,True,Yes,48,Yes,No
5171346319,No,No,No,True,Yes,39,Yes,FLAG
7041600921,No,No,No,False,Yes,46,No,No
3131455168,No,Yes,Yes,True,No,0,No,FLAG
2692338457,Yes,Yes,Yes,True,No,0,Yes,No
6163463765,Yes,Yes,Yes,True,No,0,Yes,No
5176828741,No,No,No,True,Yes,136,Yes,FLAG
2697784062,Yes,Yes,No,True,Yes,390,No,FLAG
9069457120,No,Yes,No,True,Yes,408,Yes,No
2489454129,No,No,No,True,No,0,No,FLAG
3136546161,Yes,Yes,Yes,True,Yes,164,No,No
9069555504,No,Yes,Yes,True,Yes,680,No,FLAG
8101332761,Yes,Yes,No,True,Yes,58,Yes,No
9897225211,No,Yes,Yes,True,No,0,No,No
9305043259,Yes,Yes,Yes,False,No,0,No,No
2157513100,No,No,No,False,No,0,No,FLAG
8103046390,No,Yes,No,True,No,0,Yes,FLAG
9967461040,No,Yes,Yes,False,No,0,Yes,FLAG
9062455899,No,No,No,True,Yes,82,No,No
5867190301,No,Yes,Yes,True,Yes,7,Yes,No
2312752518,No,No,No,True,Yes,69,No,No
2488271123,No,No,No,True,No,0,No,FLAG
8102392571,No,No,No,True,Yes,38,Yes,No
7349134879,Yes,Yes,Yes,True,Yes,738,No,No
3739815375,No,No,No,False,Yes,597,Yes,No
7347425395,No,No,No,True,No,0,Yes,FLAG
3138912464,No,No,Yes,True,No,0,No,No
6164641974,Yes,Yes,Yes,True,Yes,213,No,No
8134638182,No,No,No,False,Yes,396,Yes,FLAG
2489238493,No,No,No,True,No,0,No,No
2484883777,No,No,No,True,Yes,11,No,No
2485366272,No,No,No,True,Yes,143,No,No
9475308079,Yes,Yes,Yes,True,Yes,728,Yes,No
9895127976,Yes,Yes,Yes,True,Yes,142,Yes,No
2318409031,Yes,Yes,Yes,True,Yes,93,Yes,No
2699070764,Yes,Yes,Yes,True,No,0,No,No
8108776248,Yes,Yes,Yes,True,Yes,51,Yes,No
9898828857,Yes,Yes,Yes,True,Yes,625,No,No
6166574975,No,Yes,No,True,Yes,84,Yes,FLAG
7341326812,No,No,No,True,Yes,25,Yes,No
2481089899,Yes,Yes,Yes,True,Yes,547,No,No
2489500760,Yes,Yes,Yes,True,Yes,405,No,No
7349714301,No,No,No,True,Yes,66,Yes,No
2698884358,Yes,Yes,Yes,True,Yes,587,No,No
7663436536,Yes,Yes,Yes,False,Yes,289,Yes,No
7342371272,No,Yes,No,True,Yes,13,Yes,FLAG
1507916493,Yes,Yes,No,False,Yes,505,No,No
2312049141,Yes,Yes,Yes,True,No,0,Yes,No
5866203243,No,No,No,True,Yes,40,No,FLAG
8106769030,Yes,Yes,Yes,True,Yes,93,No,No
2691775889,Yes,Yes,Yes,True,Yes,575,No,No
6684596867,No,No,Yes,False,Yes,151,No,No
2316007138,No,Yes,Yes,True,Yes,21,No,FLAG
6164973140,No,Yes,Yes,True,Yes,93,No,No
9893418337,No,No,No,True,No,0,No,FLAG
9898288624,Yes,Yes,No,True,Yes,47,Yes,FLAG
2313929891,Yes,Yes,Yes,True,Yes,340,No,No
9894223874,No,No,No,True,Yes,30,No,No
3095209206,No,Yes,Yes,False,Yes,59,No,No
8693558163,Yes,Yes,Yes,False,Yes,649,Yes,No
3455276310,Yes,No,No,False,Yes,92,Yes,No
7344528553,Yes,Yes,Yes,True,No,0,Yes,No
8107077271,No,Yes,Yes,True,Yes,6,Yes,No
6796074343,No,No,No,False,Yes,162,No,FLAG
2313568653,No,Yes,Yes,True,No,0,No,No
2692270864,No,Yes,Yes,True,Yes,47,Yes,FLAG
7883099869,Yes,Yes,Yes,False,No,0,Yes,No
9474492695,No,Yes,Yes,True,No,0,No,No
9893115108,No,Yes,Yes,True,Yes,46,Yes,No
9471530875,Yes,Yes,Yes,True,Yes,347,No,No
2680754244,No,No,No,False,Yes,78,Yes,FLAG
3138763360,No,No,No,True,Yes,51,Yes,FLAG
7919218709,No,Yes,Yes,False,Yes,706,No,No
2318468894,No,Yes,Yes,True,Yes,37,No,No
8108026180,No,No,No,True,Yes,40,No,No
6169926437,No,Yes,Yes,True,Yes,18,Yes,FLAG
8102209153,Yes,Yes,Yes,True,Yes,362,No,No
8105568426,No,No,No,True,Yes,70,Yes,FLAG
8101847511,Yes,Yes,Yes,True,Yes,492,No,No
9065002431,No,No,No,True,No,0,No,No
5864161655,Yes,Yes,Yes,True,No,0,No,No
8882957100,Yes,Yes,No,False,Yes,33,Yes,No
6130329204,No,No,No,False,Yes,487,Yes,FLAG
6165634609,Yes,Yes,No,True,Yes,538,No,No
2313519998,Yes,Yes,Yes,True,Yes,134,Yes,No
6167987959,No,No,No,True,Yes,60,No,FLAG
5387315924,No,Yes,No,False,No,0,Yes,No
2691225809,Yes,Yes,Yes,True,Yes,171,No,No
9899048731,No,No,No,True,No,0,Yes,FLAG
3133479120,Yes,Yes,No,True,Yes,443,No,No
7348722492,Yes,Yes,Yes,True,No,0,No,No
9891605612,Yes,Yes,Yes,True,Yes,390,No,No
8108411231,No,No,No,True,No,0,Yes,No
8107680750,No,No,No,True,Yes,86,Yes,No
1646089940,No,No,No,False,No,0,Yes,No
2483931162,Yes,Yes,Yes,True,Yes,574,Yes,No
5171877471,No,Yes,Yes,True,Yes,519,Yes,No
9479014798,No,No,No,True,No,0,Yes,FLAG
9065606898,No,No,Yes,True,No,0,No,No
7345227872,No,No,No,True,No,0,No,FLAG
9067690661,No,No,No,True,Yes,712,Yes,FLAG
